cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
"ethane-1,2-diol;1H-imidazole",1,3,C5H10N2O2,21523683,34.1,130.145,9,SCHEMBL10443584,69.1,NTHKRVXVAVCVAG-UHFFFAOYSA-N,3,
cyclohepta[d]imidazole,0,0,C8H6N2,638009,102,130.146,10,Cycloheptimidazole,25.8,HPGSSIJHLUDJFV-UHFFFAOYSA-N,2,0.001
6-methyl-1H-benzimidazole,0,1,C8H6N2,59909636,124,130.146,10,,28.7,MUKMNIDXQZYTKI-UHFFFAOYSA-N,1,1.7
,0,1,C8H6N2,45078669,157,130.146,10,210-48-0,28.7,CKANYSIEAFEWDS-UHFFFAOYSA-N,1,0
,0,1,C8H6N2,45078670,157,130.146,10,"4,7-methano-1h-benzimidazole",28.7,VGOIVFUPCSQYJJ-UHFFFAOYSA-N,1,0.001
1H-imidazole;methanethioic S-acid,0,2,C4H6N2OS,88609184,40.3,130.168,8,SCHEMBL10426571,46.8,JDCZFDREPUBXLZ-UHFFFAOYSA-N,3,
5-chloro-1H-imidazole-4-carbaldehyde,1,1,C4H3ClN2O,10219445,98,130.532,8,"1H-Imidazole-4-carboxaldehyde, 5-chloro-",45.8,OHVWCRAXBOZMMG-UHFFFAOYSA-N,2,0
1H-imidazole-5-carbonyl chloride,1,1,C4H3ClN2O,10773393,106,130.532,8,1H-IMIDAZOLE-5-CARBONYL CHLORIDE,45.8,NOUDGPISLXECAJ-UHFFFAOYSA-N,2,0
5-(2-chloroethyl)-1H-imidazole,2,1,C5H7ClN2,428318,67.4,130.575,8,4-(2-chloroethyl)-1H-imidazole,28.7,LJBSKUABXVDRGS-UHFFFAOYSA-N,1,0.8
4-chloro-5-ethyl-1H-imidazole,1,1,C5H7ClN2,70262506,76.8,130.575,8,SCHEMBL8044424,28.7,QPKILSUFJDOJTN-UHFFFAOYSA-N,1,0.001
chloroethene;1H-imidazole,0,1,C5H7ClN2,88345874,38.3,130.575,8,SCHEMBL8681482,28.7,WLZMBOSJGFTJMH-UHFFFAOYSA-N,1,
5-(1-chloroethyl)-1H-imidazole,1,1,C5H7ClN2,12344803,76.8,130.575,8,SCHEMBL4350639,28.7,XQVBWUXSMFOYTD-UHFFFAOYSA-N,1,0
4-(chloromethyl)-5-methyl-1H-imidazole,1,1,C5H7ClN2,12456207,76.8,130.575,8,5-(chloromethyl)-4-methyl-1H-imidazole,28.7,APZXPRHPPCTRHN-UHFFFAOYSA-N,1,0
copper(1+);imidazol-3-ide,0,0,C3H3CuN2,24939886,24.1,130.615,6,,13.9,OGUAZADKHHQLTG-UHFFFAOYSA-N,2,
1H-imidazole;nitric acid,0,2,C3H5N3O3,22376023,52.8,131.09,9,SCHEMBL1140857,94.7,QSWSKDXFOIOXKW-UHFFFAOYSA-N,4,
5-oxidooxysulfanyl-1H-imidazole,1,1,C3H3N2O2S-,20739331,72.3,131.133,8,,86.3,BTIDZAOMNFUQTD-UHFFFAOYSA-M,4,0
1H-imidazole-5-sulfinate,0,1,C3H3N2O2S-,20802404,102,131.133,8,SCHEMBL15213337,88,PCOQDJGGEMYRLW-UHFFFAOYSA-M,4,-0.001
"imidazo[4,5-b]azepine",0,0,C7H5N3,67017611,115,131.134,10,SCHEMBL1397375,38.7,YVKJMACNGRYTAY-UHFFFAOYSA-N,3,0
"imidazo[4,5-d]azepine",0,0,C7H5N3,68514639,103,131.134,10,SCHEMBL3107817,38.7,FXSVRLJPNNSKJV-UHFFFAOYSA-N,3,0
5-methylbenzimidazole,0,0,C8H7N2,57418541,124,131.154,10,,25.8,MZDCYNYOGTWNAS-UHFFFAOYSA-N,1,0.001
5-methyl-1H-benzimidazole,0,1,C8H7N2,57425093,124,131.154,10,,28.7,LWBPKGPHIJJPNT-UHFFFAOYSA-N,1,1.7
2-(1H-imidazol-5-yl)-N-(tritritiomethyl)ethanamine,3,2,C6H11N3,70688722,74.7,131.195,9,[3H]Nalpha-methylhistamine,40.7,PHSPJQZRQAJPPF-RLXJOQACSA-N,2,-0.2
chloro(1H-imidazol-5-yl)methanamine,1,2,C4H6ClN3,89177789,77.7,131.563,8,SCHEMBL13819993,54.7,AZWWWEYVQCBYDP-UHFFFAOYSA-N,2,0
(4-chloro-1H-imidazol-5-yl)methanamine,1,2,C4H6ClN3,90985795,77.7,131.563,8,,54.7,XYXWPHPGCFZONY-UHFFFAOYSA-N,2,0
5-chloro-N-methyl-1H-imidazol-4-amine,1,2,C4H6ClN3,23064557,77.7,131.563,8,SCHEMBL5375138,40.7,JIVJOZFYIGJDGV-UHFFFAOYSA-N,2,0.001
copper;1H-imidazole,0,1,C3H4CuN2,66602427,28.1,131.623,6,SCHEMBL126919,28.7,OLQDGRQSFFQIIZ-UHFFFAOYSA-N,1,
copper(1+);1H-imidazole,0,1,C3H4CuN2+,20532411,28.1,131.623,6,,28.7,WDXWEQBYJZSCBJ-UHFFFAOYSA-N,1,
copper;1H-imidazole,0,1,C3H4CuN2+2,15779400,28.1,131.623,6,,28.7,VFFQCUJVGMRYIF-UHFFFAOYSA-N,1,
sodium;4-hydroxy-1H-imidazole-5-carbonitrile,0,2,C4H3N3NaO+,91987139,127,132.075,9,HE116712,72.7,GJLVZSDCWGIMIG-UHFFFAOYSA-N,3,
5-(cyanomethyl)-1H-imidazole-4-carbonitrile,1,1,C6H4N4,308713,204,132.122,10,NSC210724,76.3,WZZINVSDRKNNJP-UHFFFAOYSA-N,3,0
"imidazo[4,5-c]diazepine",0,0,C6H4N4,66660345,116,132.122,10,SCHEMBL342964,51.6,BMGXAZCDDYTVFV-UHFFFAOYSA-N,4,0
"imidazo[4,5-d][1,3]diazepine",0,0,C6H4N4,69627753,116,132.122,10,SCHEMBL5989213,51.6,BHRUWHZBFNBHRQ-UHFFFAOYSA-N,4,0
"imidazo[4,5-e][1,4]diazepine",0,0,C6H4N4,54108970,116,132.122,10,SCHEMBL5990636,51.6,NFSSFSUDARPYCE-UHFFFAOYSA-N,4,0
"imidazo[4,5-e][1,3]diazepine",0,0,C6H4N4,23448714,104,132.122,10,SCHEMBL5988863,51.6,KXSLWKHDNYXQNS-UHFFFAOYSA-N,4,0
1H-imidazole;sulfur dioxide,0,1,C3H4N2O2S,68137605,46.3,132.141,8,SCHEMBL2812888,63.8,XQKODQGEYPWVQA-UHFFFAOYSA-N,4,
5-hydroperoxysulfanyl-1H-imidazole,2,2,C3H4N2O2S,20739332,72.3,132.141,8,,83.4,BTIDZAOMNFUQTD-UHFFFAOYSA-N,4,0
1H-imidazole-5-sulfinic acid,1,2,C3H4N2O2S,20802405,108,132.141,8,,85.2,PCOQDJGGEMYRLW-UHFFFAOYSA-N,4,0
6-methyl-1H-benzimidazole,0,1,C8H8N2,11979,124,132.162,10,5-Methylbenzimidazole,28.7,RWXZXCZBMQPOBF-UHFFFAOYSA-N,1,1.7
4-methyl-1H-benzimidazole,0,1,C8H8N2,1519341,124,132.162,10,7-methyl-1H-benzo[d]imidazole,28.7,QCXGJTGMGJOYDP-UHFFFAOYSA-N,1,0.001
,0,1,C8H8N2,102152839,157,132.162,10,"(4,5,6,7-Tetrahydro-4beta,7beta-methano-1H-benzoimidazole-1-ide)-8-ylideneradical",28.7,XPTICGFEQKWONW-OLQVQODUSA-N,1,0
5-(2-ethynylcyclopropyl)-1H-imidazole,1,1,C8H8N2,71436423,179,132.162,10,CTK8H8392,28.7,HFNJFQVCTKLBTE-UHFFFAOYSA-N,1,0
5-(1-ethynylcyclopropyl)-1H-imidazole,2,1,C8H8N2,53886087,185,132.162,10,SCHEMBL8478466,28.7,HNFPZRRJYFIWGB-UHFFFAOYSA-N,1,0
"5-[(1S,2S)-2-ethynylcyclopropyl]-1H-imidazole",1,1,C8H8N2,45079173,179,132.162,10,ZINC39049021,28.7,HFNJFQVCTKLBTE-BQBZGAKWSA-N,1,0
chloro(1H-imidazol-5-yl)methanol,1,2,C4H5ClN2O,91979874,80.4,132.548,8,HE019882,48.9,DHLUXQDSSHOVMF-UHFFFAOYSA-N,2,
1H-imidazole-5-carbaldehyde;hydrochloride,1,2,C4H5ClN2O,91989473,74.1,132.548,8,HE177825,45.8,ATVRLXGZOCVBFK-UHFFFAOYSA-N,2,
(4-chloro-1H-imidazol-5-yl)methanol,1,2,C4H5ClN2O,12666150,80.4,132.548,8,SCHEMBL9083465,48.9,ORELAXXENLYSTG-UHFFFAOYSA-N,2,0
chloroethane;1H-imidazole,0,1,C5H9ClN2,70255267,30.8,132.591,8,SCHEMBL8014684,28.7,NBBNKEUTDYZCMF-UHFFFAOYSA-N,1,
"4,5-dimethyl-1H-imidazole;hydrochloride",0,2,C5H9ClN2,15556999,63.1,132.591,8,"4,5-DIMETHYL-1H-IMIDAZOLE HYDROCHLORIDE",28.7,RKSANQPKBITNSO-UHFFFAOYSA-N,1,
"imidazo[4,5-e][1,2,4]triazepine",0,0,C5H3N5,67209020,117,133.11,10,SCHEMBL1913893,64.4,SLCFBFVUFGSGDA-UHFFFAOYSA-N,5,-0.001
"imidazo[4,5-d]triazepine",0,0,C5H3N5,68633352,117,133.11,10,SCHEMBL3416792,64.4,JCDJHAPIAYFEJU-UHFFFAOYSA-N,5,0
(5-cyano-1H-imidazol-4-yl)cyanamide,1,2,C5H3N5,55286688,205,133.11,10,AKOS006355003,88.3,APYKFOPWBLFHTQ-UHFFFAOYSA-N,4,0.001
1H-imidazol-5-ylmethanamine;dihydrate,1,4,C4H11N3O2,23106799,54.9,133.149,9,SCHEMBL4811962,56.7,DOZWWCXYMKDTCR-UHFFFAOYSA-N,4,
1H-benzimidazol-4-amine,0,2,C7H7N3,20329,126,133.15,10,1H-benzimidazol-7-amine,54.7,NZJKEQFPRPAEPO-UHFFFAOYSA-N,2,0
3H-benzimidazol-5-amine,0,2,C7H7N3,13623,126,133.15,10,5-Aminobenzimidazole,54.7,WFRXSXUDWCVSPI-UHFFFAOYSA-N,2,1.1
"7-methyl-1H-imidazo[4,5-b]pyridine",0,1,C7H7N3,3966621,126,133.15,10,"7-methyl-3H-imidazo[4,5-b]pyridine",41.6,BAEHKMMWUUIOJN-UHFFFAOYSA-N,2,0.001
"5-methyl-1H-imidazo[4,5-b]pyridine",0,1,C7H7N3,7147160,126,133.15,10,"5-methyl-1H-imidazo[4,5-b]pyridine",41.6,IANINCNCSTYFSO-UHFFFAOYSA-N,2,0.001
"(1R,2R)-2-(1H-imidazol-5-yl)cyclopropane-1-carbonitrile",1,1,C7H7N3,69679798,181,133.15,10,SCHEMBL6136536,52.5,ZRPSVOSIIGRPIS-NTSWFWBYSA-N,2,0
2-(1H-imidazol-5-yl)cyclopropane-1-carbonitrile,1,1,C7H7N3,9855483,181,133.15,10,SCHEMBL6136538,52.5,ZRPSVOSIIGRPIS-UHFFFAOYSA-N,2,0
"1,6-dihydroimidazo[4,5-d]azepine",0,2,C7H7N3,68514643,174,133.15,10,SCHEMBL3107824,40.7,GLNIIYRLENHXHW-UHFFFAOYSA-N,2,0
"7-methyl-3H-imidazo[4,5-c]pyridine",0,1,C7H7N3,55287428,126,133.15,10,"1H-IMIDAZO[4,5-C]PYRIDINE, 7-METHYL",41.6,KOQQEILSRFHKPB-UHFFFAOYSA-N,2,0
5-pyrrol-1-yl-1H-imidazole,1,1,C7H7N3,19106938,109,133.15,10,SCHEMBL9200384,33.6,YQXYERMPIGTKJS-UHFFFAOYSA-N,1,0
"6-methyl-1H-imidazo[4,5-b]pyridine",0,1,C7H7N3,20597428,126,133.15,10,"6-METHYL-3H-IMIDAZO[4,5-B]PYRIDINE",41.6,WWLVCLBPTIGNLA-UHFFFAOYSA-N,2,0.001
"4-methyl-1H-imidazo[4,5-c]pyridine",0,1,C7H7N3,19088642,126,133.15,10,"1H-IMIDAZO[4,5-C]PYRIDINE, 4-METHYL",41.6,HEISWZKHISNNDA-UHFFFAOYSA-N,2,0
"4-methylimidazo[4,5-b]pyridine",0,0,C7H7N3,19964667,126,133.15,10,"4-Methyl-4H-imidazo[4,5-b]pyridine",30.7,HDGRUPSHIORBCY-UHFFFAOYSA-N,2,0
"6-methyl-3H-imidazo[4,5-c]pyridine",0,1,C7H7N3,21300569,126,133.15,10,SCHEMBL8285778,41.6,QQAWUJGGLJMVCD-UHFFFAOYSA-N,2,0
"1,8-dihydroimidazo[4,5-d]azepine",0,1,C7H7N3,53816310,174,133.15,10,,41,FSOWSRKODKCWDB-UHFFFAOYSA-N,2,0
5-(1H-pyrrol-2-yl)-1H-imidazole,1,2,C7H7N3,54141543,115,133.15,10,,44.5,URRBSTKTUQPERT-UHFFFAOYSA-N,1,0
"5-methylimidazo[4,5-c]pyridine",0,0,C7H7N3,13547579,126,133.15,10,SCHEMBL14165040,30.7,OLLVRSDJSNWLTI-UHFFFAOYSA-N,2,0
6-deuterio-5-methyl-1H-benzimidazole,0,1,C8H8N2,60045637,124,133.168,10,,28.7,RWXZXCZBMQPOBF-VMNATFBRSA-N,1,1.7
6-methyl-1H-benzimidazol-3-ium,0,2,C8H9N2+,58064884,124,133.17,10,,29.9,RWXZXCZBMQPOBF-UHFFFAOYSA-O,0,0.002
1H-imidazole;zinc,0,1,C3H4N2Zn,66871233,28.1,133.457,6,SCHEMBL996661,28.7,ALDXNLXJHWOGNT-UHFFFAOYSA-N,1,
zinc;1H-imidazole,0,1,C3H4N2Zn+2,22272276,28.1,133.457,6,NSC522974,28.7,RWPLCNHEHBRLAK-UHFFFAOYSA-N,1,
1H-imidazol-5-ylmethanol;chloride,1,2,C4H6ClN2O-,22162029,57.7,133.556,8,HMS3371C03,48.9,WFNASTYGEKUMIY-UHFFFAOYSA-M,3,
1H-imidazol-5-ylmethanamine;hydrochloride,1,3,C4H8ClN3,45791344,54.9,133.579,8,(1H-Imidazol-4-yl)methanamine hydrochloride,54.7,MPLLIZRHKYQLDU-UHFFFAOYSA-N,2,
7H-purin-6-one,0,1,C5H2N4O,102062260,230,134.095,10,,70.5,JSACRNWGZCYKTM-UHFFFAOYSA-N,3,0
,0,1,C5H2N4O,69026496,164,134.095,10,SCHEMBL4391741,63.7,DBSRYLOZVDYAIW-UHFFFAOYSA-N,4,0
4-azido-1H-imidazole-5-carbonitrile,1,1,C4H2N6,10396889,207,134.098,10,,66.8,FNBQSAFOBKFSHL-UHFFFAOYSA-N,4,0.001
2-$l^{2}-azanyl-7H-purine,0,2,C5H4N5,101016893,127,134.118,10,[[(9H-Purine-9-ide)-2-yl]amino]radical,55.5,VGPJUUHVQBYAQQ-UHFFFAOYSA-N,3,
purin-6-amine,0,1,C5H4N5,5487144,127,134.118,10,purin-6-amine,77.6,XLTORTMOVVGLEX-UHFFFAOYSA-N,4,0
7H-purin-6-amine,0,2,C5H4N5,101728550,291,134.118,10,6-Amino-9H-purine-2-ylradical,75.1,FLNZLGAGJFIVBR-UHFFFAOYSA-N,4,0
7H-purin-6-id-6-amine,0,2,C5H4N5-,101728552,194,134.118,10,6-Amino-9H-purine-2-ide,79.4,KDOCZGXGIZHSNE-UHFFFAOYSA-N,5,0
7H-purin-6-amine,0,2,C5H4N5,101728553,127,134.118,10,6-Amino-9H-purine-8-ylradical,80.5,HIDHUOSBHMPXCF-UHFFFAOYSA-N,4,-0.1
"8,9-dihydropurin-8-ylium-6-amine",0,2,C5H4N5+,59167865,127,134.118,10,,80.5,RZPOWVYPYKOLHC-UHFFFAOYSA-N,4,0
purin-2-amine,0,1,C5H4N5,57463063,127,134.118,10,,77.6,JATADMNXUUMICJ-UHFFFAOYSA-N,4,0
9H-purin-6-amine,0,2,C5H4N5,57484744,127,134.118,10,,80.5,HIDHUOSBHMPXCF-UHFFFAOYSA-N,4,0
purin-9-id-6-amine,0,1,C5H4N5-,21678668,127,134.118,10,9H-Purine-6-amineanion,65.7,WEENTLLEQNJREA-UHFFFAOYSA-N,5,0
"7,8-dihydropurin-8-ylium-6-amine",0,2,C5H4N5+,72236265,127,134.118,10,,80.5,RZPOWVYPYKOLHC-UHFFFAOYSA-N,4,-0.1
1H-benzimidazol-4-ol,0,2,C7H6N2O,584119,129,134.135,10,1H-Benzoimidazol-4-ol,48.9,DODRSIDSXPMYQJ-UHFFFAOYSA-N,2,0.001
3H-benzimidazol-5-ol,0,2,C7H6N2O,3082533,129,134.135,10,5-Hydroxybenzimidazole,48.9,KRKSOBREFNTJJY-UHFFFAOYSA-N,2,1.5
"1,5-dihydrobenzimidazol-4-one",0,1,C7H6N2O,68738397,188,134.135,10,SCHEMBL3670371,45.8,DHQRHCSQJDYMEA-UHFFFAOYSA-N,2,0
5-(furan-3-yl)-1H-imidazole,1,1,C7H6N2O,67501329,118,134.135,10,SCHEMBL2694379,41.8,MMNHSBAGSPSBJJ-UHFFFAOYSA-N,2,0
5-(furan-2-yl)-1H-imidazole,1,1,C7H6N2O,18515930,118,134.135,10,4-(2-Furyl)-1H-imidazole,41.8,OGBXEWZRQRJTSI-UHFFFAOYSA-N,2,0
"3,4-dihydrobenzimidazol-5-one",0,1,C7H6N2O,45120756,188,134.135,10,4H-Benzimidazol-5-ol,45.8,NEQBGJLPTYIIMM-UHFFFAOYSA-N,2,0
"1H-oxepino[4,5-d]imidazole",0,1,C7H6N2O,45120644,176,134.135,10,"1h-oxepino[4,5-d]imidazole",37.9,RJBSXFQFJYTKSD-UHFFFAOYSA-N,2,0
2-methyl-7H-purine,0,1,C6H6N4,70279,127,134.138,10,"Purine, 2-methyl-",54.5,KMEBCRWKZZSRRT-UHFFFAOYSA-N,3,0
"1H-imidazo[4,5-b]pyridin-7-amine",0,2,C6H6N4,3879010,127,134.138,10,"3H-IMIDAZO[4,5-B]PYRIDIN-7-AMINE",67.6,WVUMWAQTSDFVGS-UHFFFAOYSA-N,3,0
"1H-imidazo[4,5-c]pyridin-4-amine",0,2,C6H6N4,418745,127,134.138,10,"1H-imidazo[4,5-c]pyridin-4-amine",67.6,UHUHBFMZVCOEOV-UHFFFAOYSA-N,3,0
"1H-imidazo[4,5-b]pyridin-5-amine",0,2,C6H6N4,3283154,127,134.138,10,"3H-Imidazo[4,5-b]pyridin-5-amine",67.6,WEJDQDKMUXUQJJ-UHFFFAOYSA-N,3,0
5-(1H-imidazol-5-yl)-1H-imidazole,1,2,C6H6N4,5255238,102,134.138,10,"4,4'-Bi-1H-imidazole",57.4,XHQBYEXEZXWROH-UHFFFAOYSA-N,2,-0.1
6-methyl-7H-purine,0,1,C6H6N4,5287547,127,134.138,10,6-Methylpurine,54.5,SYMHUEFSSMBHJA-UHFFFAOYSA-N,3,0
4-(ethylideneamino)-1H-imidazole-5-carbonitrile,1,1,C6H6N4,60067573,177,134.138,10,,64.8,AEUJBQOELUAZED-UHFFFAOYSA-N,3,0
2-(1H-imidazol-5-yl)-4H-imidazole,1,1,C6H6N4,89373123,184,134.138,10,SCHEMBL14576548,53.4,MBNWBUYELGLOIA-UHFFFAOYSA-N,2,0
"imidazo[4,5-b]pyridin-4-amine",0,1,C6H6N4,67000588,127,134.138,10,SCHEMBL1347693,56.7,HBNYTKRPHOSTCA-UHFFFAOYSA-N,3,0
"1,4-dihydroimidazo[4,5-e][1,4]diazepine",0,2,C6H6N4,69628341,175,134.138,10,SCHEMBL5990641,53.1,VUJOYBLQWDXDQC-UHFFFAOYSA-N,3,0
"1,4-dihydroimidazo[4,5-d][1,3]diazepine",0,2,C6H6N4,69627757,175,134.138,10,SCHEMBL5989219,53.1,KZLCSAJYLRCKFB-UHFFFAOYSA-N,2,0
"5-methyl-3H-imidazo[4,5-b]pyrazine",0,1,C6H6N4,58957196,127,134.138,10,SCHEMBL4402266,54.5,AXAGPOLZPLTTTN-UHFFFAOYSA-N,3,0
"3-methyl-5H-imidazo[4,5-c]pyridazine",0,1,C6H6N4,58957250,127,134.138,10,SCHEMBL14438028,54.5,DTCILGNRHZYDCD-UHFFFAOYSA-N,3,0
"4-methyl-5H-imidazo[4,5-c]pyridazine",0,1,C6H6N4,58957302,127,134.138,10,SCHEMBL14438027,54.5,XIQPIUWJACDFBE-UHFFFAOYSA-N,3,0
"1,8-dihydroimidazo[4,5-e][1,3]diazepine",0,1,C6H6N4,90864433,175,134.138,10,,53.4,HFEADDURBGXCCP-UHFFFAOYSA-N,2,0
1-methylpurine,0,0,C6H6N4,21579713,127,134.138,10,"1H-Purine, 1-methyl-",43.6,HOQHWHPHNGJCIX-UHFFFAOYSA-N,3,0
3-methylpurine,0,0,C6H6N4,21579714,127,134.138,10,3-Methyl-3H-purine,43.6,FAUCUWNCMBVOPX-UHFFFAOYSA-N,3,0
"6-methylidene-1,7-dihydropurine",0,2,C6H6N4,45080122,186,134.138,10,CTK0J9997,53.1,JTIBTEZMCLPTAL-UHFFFAOYSA-N,2,0
1-(1H-imidazol-5-yl)imidazole,1,1,C6H6N4,45087609,116,134.138,10,"1,4-bi-1h-imidazole",46.5,DIEJWUNVACYJEZ-UHFFFAOYSA-N,2,0
"3H-imidazo[4,5-c]pyridin-6-amine",0,2,C6H6N4,21766588,127,134.138,10,"6-Aminoimidazo[4,5-c]pyridine",67.6,SLKBJTSZBVISAO-UHFFFAOYSA-N,3,0
4-(1H-imidazol-5-yl)-1H-pyrazole,1,2,C6H6N4,22078069,116,134.138,10,,57.4,UVSWZKSLQXSCRR-UHFFFAOYSA-N,2,0
2-(1H-imidazol-5-yl)-1H-imidazole,1,2,C6H6N4,15897137,116,134.138,10,"2,4'-Bi-1H-imidazole",57.4,XWHKSDHUFQIWQI-UHFFFAOYSA-N,2,-0.1
"4-methyl-1H-imidazo[4,5-d]pyridazine",0,1,C6H6N4,54161013,127,134.138,10,SCHEMBL14438029,54.5,OOKCSMVFWFFFKY-UHFFFAOYSA-N,3,0
"1H-imidazo[4,5-b]pyridin-6-amine",0,2,C6H6N4,23149106,127,134.138,10,"1H-IMIDAZO[4,5-B]PYRIDIN-6-AMINE",67.6,CMFKCHQBIAIHMH-UHFFFAOYSA-N,3,0
"3H-imidazo[4,5-c]pyridin-7-amine",0,2,C6H6N4,12706555,127,134.138,10,"3H-IMIDAZO[4,5-C]PYRIDIN-7-AMINE",67.6,CNGXOLQQMVWLOM-UHFFFAOYSA-N,3,0
"7-deuterio-5-methylimidazo[4,5-c]pyridine",0,0,C7H7N3,59374857,126,134.156,10,SCHEMBL13305068,30.7,OLLVRSDJSNWLTI-VMNATFBRSA-N,2,0
"4-methyl-1H-imidazo[4,5-b]pyridin-4-ium",0,1,C7H8N3+,59731785,126,134.158,10,SCHEMBL13403534,32.6,HDGRUPSHIORBCY-UHFFFAOYSA-O,1,0
"5-methyl-3H-imidazo[4,5-c]pyridin-5-ium",0,1,C7H8N3+,13547576,126,134.158,10,SCHEMBL13403531,32.6,OLLVRSDJSNWLTI-UHFFFAOYSA-O,1,0
"5-(3-methylbuta-1,2-dienyl)-1H-imidazole",1,1,C8H10N2,89742762,162,134.178,10,SCHEMBL15177978,28.7,BLQJNPGZURBLIV-UHFFFAOYSA-N,1,0.001
5-pent-4-ynyl-1H-imidazole,3,1,C8H10N2,91620160,133,134.178,10,,28.7,WOCBEXRJARPDFC-UHFFFAOYSA-N,1,1.2
5-pent-1-ynyl-1H-imidazole,2,1,C8H10N2,90378824,151,134.178,10,SCHEMBL15998528,28.7,HBUKEJNVSUMXRG-UHFFFAOYSA-N,1,0.001
5-ethenyl-4-prop-1-en-2-yl-1H-imidazole,2,1,C8H10N2,68188014,151,134.178,10,SCHEMBL11986401,28.7,CJNSAGKJMIQAFH-UHFFFAOYSA-N,1,0.002
1H-benzimidazole;methane,0,1,C8H10N2,67982896,103,134.178,10,SCHEMBL9955542,28.7,RQOKAVXYXISUJQ-UHFFFAOYSA-N,1,
"5-penta-1,3-dien-3-yl-1H-imidazole",2,1,C8H10N2,57126781,149,134.178,10,,28.7,IRBHFIBNDOUZNA-UHFFFAOYSA-N,1,0.002
"7-methyl-6,7-dihydro-1H-benzimidazole",0,1,C8H10N2,91122615,153,134.178,10,,28.7,PILBVPZSVWLQFY-UHFFFAOYSA-N,1,0.001
5-cyclopent-3-en-1-yl-1H-imidazole,1,1,C8H10N2,45120736,134,134.178,10,CTK2F2489,28.7,XVALLHOXAWAHNZ-UHFFFAOYSA-N,1,0.001
,0,1,C8H10N2,73011335,157,134.178,10,PL016821,28.7,QKFLDESBBGHMFB-UHFFFAOYSA-N,1,0
1H-imidazol-5-ylmethanol;hydrochloride,1,3,C4H7ClN2O,122926,57.7,134.564,8,32673-41-9,48.9,WFNASTYGEKUMIY-UHFFFAOYSA-N,2,
hydron;1H-imidazol-5-ylmethanol;chloride,1,3,C4H7ClN2O,74764538,57.7,134.564,8,HE112833,48.9,WFNASTYGEKUMIY-UHFFFAOYSA-N,3,
[2-(1H-imidazol-5-yl)ethylamino]methylboron,4,2,C6H10BN3,58181053,89.1,134.974,10,SCHEMBL12789979,40.7,QOXOWBLMRJPAEK-UHFFFAOYSA-N,2,
sodium;4-nitroimidazol-1-ide,0,0,C3H2N3NaO2,72731357,99.2,135.056,9,AKOS006278798,59.7,NNTRLBKYKITKPZ-UHFFFAOYSA-N,4,
4-(trifluoromethyl)imidazole,0,0,C4H2F3N2,57438168,101,135.067,9,,25.8,ZTIZNNDBRVCDCY-UHFFFAOYSA-N,4,0
sodium;1H-imidazole-5-carboxylic acid,1,2,C4H4N2NaO2+,91987104,104,135.076,9,HE116321,66,JZDKFMFVEHORGE-UHFFFAOYSA-N,3,
3H-purin-6-one,0,1,C5H3N4O,5478524,190,135.103,10,,67.2,HBKBXGMTLSVREV-UHFFFAOYSA-N,2,0
7H-purin-6-olate,0,1,C5H3N4O-,102431306,131,135.103,10,"6-Oxo-1,6-dihydro-9H-purine-1-ide",77.5,FDGQSTZJBFJUBT-UHFFFAOYSA-M,4,0.9
7H-purin-1-ium-6-one,0,2,C5H3N4O+,102062259,230,135.103,10,6-Hydroxy-9H-purine-2-ylium,72.1,JSACRNWGZCYKTM-UHFFFAOYSA-O,3,0
"1-oxidoimidazo[4,5-c]pyridazine",0,0,C5H3N4O-,87747020,131,135.103,10,,66.7,AKRREJJIVRUYJF-UHFFFAOYSA-N,4,0
"1H-imidazo[4,5-d]pyridazin-4-olate",0,1,C5H3N4O-,21766626,131,135.103,10,,77.5,DSZCQHJBMSIMNX-UHFFFAOYSA-M,4,0
[5-(oxomethyl)-1H-imidazol-4-yl]cyanamide,1,2,C5H3N4O+,85921675,172,135.103,10,HE373902,81.6,BAJLUXHYHGFWTM-UHFFFAOYSA-N,4,0
[4-(iminomethylideneamino)-1H-imidazol-5-yl]methanone,1,2,C5H3N4O+,85702907,175,135.103,10,[5-(Carbodiimide-N-yl)-1H-imidazole-4-yl]formylcation,82,SWILEHMJBPIKKR-UHFFFAOYSA-N,4,0.001
5-fluorobenzimidazole,0,0,C7H4FN2,57432357,129,135.118,10,,25.8,VSLIPIDAOSELFM-UHFFFAOYSA-N,2,1.7
5-fluoro-1H-benzimidazole,0,1,C7H4FN2,57431117,129,135.118,10,,28.7,XUHLBFSQZVCMHK-UHFFFAOYSA-N,2,1.9
6-fluoro-1H-benzimidazole,0,1,C7H4FN2,57432376,129,135.118,10,,28.7,XUHLBFSQZVCMHK-UHFFFAOYSA-N,2,1.9
"1,5-dihydroimidazo[4,5-c]pyridin-4-one",0,2,C6H5N3O,236528,189,135.123,10,"1H-Imidazo[4,5-c]pyridin-4-ol",57.8,ITFPSSOGLQUVLD-UHFFFAOYSA-N,2,-0.2
"4-hydroxyimidazo[4,5-b]pyridine",0,1,C6H5N3O,584883,130,135.123,10,"3H-Imidazo[4,5-b]pyridine, 4-oxide",50.9,REMGQFLUKHNBEN-UHFFFAOYSA-N,3,0
